COD_2010,COD_2022
"220211506","220211517"
"220211507","220211513"
"220211508","220211515"
"220211509","220211516"
"220211510","220211507"
"220211511","220211508"
"220211512","220211504"
"220211512","220211503"
"220211513","220211512"
"220211601","220211806"
"220211602","220211805"
"220211603","220211809"
"220211604","220211808"
"220211605","220211807"
"220211606","220211810"
"220211606","220211811"
"220211607","220211604"
"220211607","220211605"
"220211608","220211813"
"220211608","220211603"
"220211609","220211812"
"220211610","220211601"
"220211611","220211602"
"220211611","220211609"
"220211612","220211608"
"220211612","220211607"
"220211613","220211610"
"220211614","220211613"
"220211614","220211611"
"220211615","220211804"
"220211615","220211803"
"220211616","220211606"
"220211617","220211612"
"220211617","220211614"
"220211618","220211801"
"220211618","220211802"
"220211701","220211701"
"220211701","220211703"
"220211702","220211702"
"220211703","220211705"
"220211704","220211704"
"220211705","220211706"
"220211705","220211707"
"220211706","220211709"
"220211707","220211710"
"220211708","220211901"
"220211709","220211902"
"220211709","220211905"
"220211710","220211711"
"220211710","220211712"
"220211711","220211716"
"220211711","220211714"
"220211711","220211715"
"220211712","220211904"
"220211712","220211903"
"220211713","220211906"
"220360103","220360110"
"220360104","220360107"
"220360105","220360106"
"220360105","220360104"
"220360106","220360113"
"220360106","220360112"
"220360107","220360111"
"220360108","220360105"
"220360109","220360114"
"220360110","220360115"
"220360110","220360117"
"220360111","220360101"
"220360112","220360102"
"220360113","220360103"
"220360114","220360108"
"220360201","220360201"
"220360202","220360202"
"220360203","220360203"
"220360204","220360204"
"220360301","220360301"
"220360302","220360302"
"220360302","220360306"
"220360302","220360307"
"220360303","220360303"
"220360304","220360304"
"220360305","220360305"
"220360401","220360401"
"220360402","220360402"
"220360403","220360403"
"220360404","220360404"
"220360405","220360405"
"220360406","220360406"
"220360501","220360501"
"220360502","220360502"
"220360601","220360601"
"220360602","220360602"
"220360603","220360603"
"220360603","220360605"
"220360604","220360604"
"220360701","220360701"
"220360702","220360702"
"220360801","220360801"
"220360802","220360802"
"220360803","220360803"
"220360804","220360804"
"220360805","220360805"
"220360901","220360906"
"220360901","220360907"
"220360901","220360902"
"220360902","220360901"
"220360903","220360903"
"220360904","220360904"
"220360905","220360905"
"220360906","220360910"
"220360907","220360908"
"220360907","220360909"
"220390101","220390101"
"220390102","220390102"
"220390103","220390103"
"220390104","220390104"
"220390105","220390114"
"220390105","220390105"
"220390105","220390106"
"220390106","220390111"
"220390107","220390112"
"220390108","220390109"
"220390108","220390107"
"220390108","220390108"
"220390109","220390108"
"220390110","220390110"
"220390111","220390115"
"220390111","220390113"
"220390201","220390201"
"220390202","220390202"
"220390203","220390203"
"220390204","220390204"
"220390301","220390301"
"220390302","220390302"
"220390303","220390303"
"220390304","220390304"
"220390305","220390305"
"220430101","220430104"
"220430102","220430103"
"220430103","220430107"
"220430103","220430106"
"220430104","220430105"
"220430105","220430101"
"220430106","220430102"
"220430201","220430201"
"220430201","220430205"
"220430202","220430202"
"220430203","220430203"
"220430204","220430204"
"220430205","220430206"
"220430205","220430207"
"220430205","220430208"
"220430301","220430301"
"220430302","220430302"
"220430302","220430308"
"220430303","220430303"
"220430304","220430304"
"220430304","220430305"
"220430305","220430307"
"220430305","220430306"
"220430401","220430401"
"220430402","220430402"
"220430403","220430403"
"220430501","220430501"
"220430502","220430502"
"220430503","220430503"
"220490101","220490101"
"220490102","220490102"
"220490103","220490103"
"220490104","220490105"
"220490104","220490104"
"220490201","220490201"
"220490202","220490202"
"220490203","220490203"
"220490301","220490301"
"220490302","220490302"
"220490303","220490303"
"220490304","220490310"
"220490304","220490309"
"220490304","220490311"
"220490305","220490305"
"220490306","220490318"
"220490306","220490306"
"220490307","220490313"
"220490307","220490307"
"220490308","220490308"
"220490308","220490304"
"220490309","220490316"
"220490310","220490317"
"220490311","220490314"
"220490311","220490315"
"220490311","220490312"
"220490401","220490401"
"220490402","220490402"
"220490403","220490403"
"220560101","220560101"
"220560101","220560103"
"220560102","220560102"
"220560102","220560104"
"220560201","220560206"
"220560201","220560205"
"220560201","220560201"
"220560202","220560202"
"220560203","220560203"
"220560204","220560204"
"220560301","220560301"
"220560302","220560302"
"220560303","220560303"
"220560304","220560305"
"220560304","220560304"
"220560305","220560321"
"220560306","220560306"
"220560307","220560307"
"220560308","220560308"
"220560309","220560309"
"220560309","220560315"
"220560310","220560319"
"220560311","220560320"
"220560311","220560311"
"220560311","220560316"
"220560312","220560313"
"220560312","220560312"
"220560313","220560310"
"220560313","220560317"
"220560313","220560318"
"220560314","220560314"
"220560401","220560401"
"220560402","220560402"
"220630101","220630108"
"220630102","220630106"
"220630102","220630102"
"220630103","220630104"
"220630104","220630105"
"220630105","220630111"
"220630105","220630109"
"220630106","220630112"
"220630107","220630110"
"220630108","220630107"
"220630108","220630101"
"220630109","220630103"
"220630202","220630202"
"220630202","220630225"
"220630202","220630226"
"220630203","220630203"
"220630204","220630204"
"220630205","220630205"
"220630206","220630206"
"220630207","220630207"
"220630208","220630218"
"220630208","220630217"
"220630208","220630208"
"220630209","220630209"
"220630209","220630210"
"220630210","220630214"
"220630210","220630215"
"220630211","220630211"
"220630212","220630212"
"220630213","220630213"
"220630214","220630216"
"220630214","220630222"
"220630215","220630224"
"220630215","220630223"
"220630215","220630220"
"220630216","220630219"
"220630216","220630221"
"220630301","220630301"
"220630302","220630302"
"220630303","220630303"
"220630304","220630304"
"220630305","220630305"
"220630306","220630306"
"220630307","220630307"
"220630308","220630308"
"220630309","220630310"
"220630309","220630315"
"220630310","220630314"
"220630310","220630317"
"220630310","220630309"
"220630310","220630313"
"220630310","220630316"
"220630310","220630319"
"220630310","220630318"
"220630311","220630311"
"220630311","220630312"
"220630401","220630407"
"220630401","220630408"
"220630401","220630401"
"220630402","220630402"
"220630403","220630403"
"220630404","220630406"
"220630404","220630404"
"220630404","220630405"
"220630501","220630501"
"220630502","220630502"
"220630503","220630503"
"220630504","220630504"
"220630504","220630512"
"220630505","220630511"
"220630505","220630505"
"220630505","220630510"
"220630506","220630506"
"220630506","220630513"
"220630507","220630507"
"220630508","220630509"
"220630508","220630515"
"220630508","220630516"
"220630509","220630508"
"220630509","220630514"
"220630601","220630601"
"220630602","220630602"
"220630603","220630603"
"220630604","220630604"
"220630605","220630605"
"220630605","220630606"
"220630605","220630607"
"220630701","220630701"
"220630701","220630709"
"220630701","220630710"
"220630702","220630705"
"220630702","220630702"
"220630703","220630706"
"220630703","220630703"
"220630704","220630704"
"220630705","220630708"
"220630705","220630711"
"220630705","220630707"
"220630801","220630808"
"220630801","220630806"
"220630814","220630814"
"220630816","220630804"
"220630816","220630809"
"220630816","220630805"
"220630817","220630801"
"220630817","220630802"
"220630817","220630803"
"220630817","220630807"
"220630818","220630812"
"220630824","220630816"
"220630824","220630817"
"220630824","220630815"
"220630824","220630818"
"220630825","220630813"
"220630826","220630811"
"220630827","220630810"
"220630915","220630904"
"220630915","220630903"
"220630919","220630901"
"220630919","220630905"
"220630919","220630902"
"220630920","220630906"
"220630921","220630908"
"220630921","220630907"
"220630922","220631001"
"220630923","220631008"
"220630923","220631009"
"220630928","220630909"
"220630929","220631002"
"220630930","220631010"
"220630931","220631007"
"220630931","220631006"
"220630932","220631004"
"220630932","220631005"
"220630932","220631003"
"220700101","220700102"
"220700102","220700105"
"220700103","220700103"
"220700103","220700104"
"220700104","220700106"
"220700104","220700107"
"220700105","220700101"
"220700201","220700201"
"220700202","220700208"
"220700202","220700206"
"220700202","220700202"
"220700202","220700207"
"220700203","220700203"
"220700204","220700204"
"220700205","220700212"
"220700205","220700205"
"220700206","220700209"
"220700206","220700210"
"220700301","220700308"
"220700302","220700302"
"220700302","220700309"
"220700303","220700303"
"220700304","220700304"
"220700305","220700305"
"220700306","220700306"
"220700307","220700307"
"220700307","220700310"
"220700308","220700311"
"220700309","220700312"
"220700310","220700301"
"220700311","220700313"
"220700311","220700314"
"220700401","220700407"
"220700401","220700406"
"220700402","220700402"
"220700403","220700403"
"220700404","220700404"
"220700405","220700405"
"220700406","220700401"
"220700406","220700408"
"220700501","220700501"
"220700502","220700502"
"220700503","220700503"
"220700503","220700211"
"220700504","220700504"
"220700601","220700601"
"220700602","220700602"
"220700603","220700603"
"220770101","220770105"
"220770102","220770107"
"220770103","220770106"
"220770103","220770104"
"220770104","220770102"
"220770105","220770101"
"220770107","220770109"
"220770107","220770108"
"220770201","220770201"
"220770202","220770202"
"220770203","220770203"
"220770204","220770204"
"220770205","220770205"
"220770206","220770206"
"220770207","220770207"
"220770207","220770210"
"220770208","220770208"
"220770208","220770209"
"220770301","220770103"
"220770301","220770301"
"220770302","220770302"
"220770303","220770309"
"220770303","220770303"
"220770304","220770304"
"220770305","220770305"
"220770306","220770306"
"220770307","220770307"
"220770308","220770308"
"220770401","220770401"
"220770402","220770402"
"220770403","220770403"
"220840101","220840101"
"220840101","220840108"
"220840102","220840102"
"220840102","220840106"
"220840103","220840103"
"220840104","220840104"
"220840105","220840105"
"220840105","220840107"
"220840201","220840201"
"220840202","220840202"
"220840203","220840203"
"220840204","220840204"
"220840205","220840213"
"220840205","220840205"
"220840206","220840206"
"220840207","220840207"
"220840208","220840208"
"220840208","220840214"
"220840209","220840210"
"220840209","220840212"
"220840209","220840209"
"220840209","220840211"
"220840301","220840301"
"220840302","220840302"
"220840303","220840303"
"220840401","220840401"
"220840402","220840402"
"220840403","220840403"
"220840404","220840404"
"220840501","220840501"
"220840502","220840502"
"220840503","220840503"
"220840504","220840504"
"220840601","220840608"
"220840601","220840601"
"220840602","220840602"
"220840603","220840603"
"220840604","220840604"
"220840605","220840605"
"220840606","220840606"
"220840607","220840607"
"220840701","220840701"
"220840702","220840702"
"220840703","220840703"
"220840704","220840704"
"220840705","220840708"
"220840705","220840705"
"220840706","220840706"
"220840706","220840709"
"220840707","220840707"
"220840801","220840801"
"220840802","220840802"
"220840803","220840803"
"220840804","220840804"
"220840805","220840805"
"220840901","220840901"
"220910203","220910203"
"220910203","220910205"
"220910204","220910204"
"220910301","220910301"
"220910302","220910302"
"220910303","220910303"
"220910304","220910304"
"220910401","220910401"
"220910402","220910405"
"220910402","220910402"
"220910403","220910403"
"220910404","220910404"
"220910501","220910515"
"220910501","220910516"
"220910502","220910518"
"220910502","220910520"
"220910502","220910519"
"220910503","220910503"
"220910503","220910502"
"220910503","220910501"
"220910504","220910504"
"220910505","220910505"
"220910506","220910506"
"220910507","220910512"
"220910508","220910507"
"220910508","220910508"
"220910508","220910509"
"220910508","220910514"
"220910509","220910521"
"220910510","220910522"
"220910511","220910510"
"220910512","220910517"
"220910513","220910513"
"220910513","220910511"
"220910601","220910601"
"220910602","220910602"
"220910701","220910701"
"220910702","220910702"
"220910703","220910703"
"220910704","220910704"
"220980101","220980103"
"220980102","220980802"
"220980102","220980801"
"220980103","220980105"
"220980103","220980104"
"220980103","220980101"
"220980104","220980109"
"220980105","220980112"
"220980106","220980113"
"220980107","220980107"
"220980108","220980106"
"220980109","220980808"
"220980110","220980805"
"220980111","220980810"
"220980111","220980811"
"220980112","220980812"
"220980113","220980815"
"220980114","220980814"
"220980115","220980813"
"220980116","220980809"
"220980117","220980114"
"220980118","220980102"
"220980119","220980110"
"220980119","220980111"
"220980120","220980108"
"220980121","220980807"
"220980121","220980806"
"220980122","220980804"
"220980123","220980803"
"220980201","220980201"
"220980201","220980216"
"220980202","220980202"
"220980202","220980214"
"220980203","220980203"
"220980204","220980204"
"220980205","220980205"
"220980206","220980206"
"220980207","220980207"
"220980207","220980412"
"220980208","220980208"
"220980209","220980209"
"220980210","220980210"
"220980211","220980211"
"220980212","220980212"
"220980213","220980213"
"220980214","220980215"
"220980301","220980306"
"220980302","220980302"
"220980303","220980303"
"220980304","220980305"
"220980305","220980304"
"220980305","220980308"
"220980306","220980301"
"220980307","220980307"
"220980401","220980401"
"220980401","220980411"
"220980402","220980402"
"220980403","220980403"
"220980404","220980404"
"220980405","220980405"
"220980406","220980413"
"220980406","220980406"
"220980407","220980408"
"220980407","220980407"
"220980408","220980410"
"220980408","220980409"
"220980501","220980501"
"220980502","220980502"
"220980503","220980503"
"220980601","220980601"
"220980601","220980606"
"220980602","220980602"
"220980603","220980603"
"220980604","220980604"
"220980605","220980605"
"220980701","220980906"
"220980701","220980901"
"220980702","220980902"
"220980702","220980905"
"220980703","220980903"
"220980704","220980904"
"220980705","220980705"
"220980706","220980704"
"220980707","220980701"
"220980707","220980702"
"220980707","220980703"
"220980708","220980716"
"220980708","220980709"
"220980709","220980707"
"220980709","220980708"
"220980710","220980706"
"220980711","220980908"
"220980712","220980907"
"220980713","220980909"
"220980714","220980910"
"220980715","220980911"
"220980715","220980912"
"220980716","220980914"
"220980717","220980713"
"220980717","220980714"
"220980717","220980712"
"220980718","220980715"
"220980718","220980711"
"220980719","220980710"
"220980720","220980913"
"221050101","221050115"
"221050102","221050113"
"221050103","221050107"
"221050104","221050108"
"221050105","221050106"
"221050106","221050105"
"221050107","221050101"
"221050108","221050112"
"221050108","221050111"
"221050109","221050110"
"221050110","221050109"
"221050111","221050104"
"221050112","221050103"
"221050113","221050102"
"221050114","221050114"
"221050115","221050116"
"221050201","221050201"
"221050201","221050206"
"221050202","221050202"
"221050203","221050203"
"221050204","221050204"
"221050205","221050205"
"221050301","221050317"
"221050301","221050315"
"221050301","221050318"
"221050301","221050316"
"221050302","221050512"
"221050302","221050320"
"221050302","221050319"
"221050302","221050321"
"221050303","221050511"
"221050303","221050508"
"221050304","221050304"
"221050305","221050305"
"221050306","221050306"
"221050307","221050307"
"221050308","221050308"
"221050309","221050309"
"221050310","221050310"
"221050311","221050314"
"221050311","221050312"
"221050311","221050303"
"221050311","221050311"
"221050312","221050301"
"221050312","221050302"
"221050313","221050313"
"221050314","221050509"
"221050314","221050510"
"221050315","221050507"
"221050316","221050501"
"221050316","221050503"
"221050316","221050502"
"221050316","221050504"
"221050317","221050506"
"221050317","221050505"
"221050401","221050401"
"221050402","221050402"
"221050403","221050403"
"221050404","221050404"
"221050405","221050405"
"221120101","221120101"
"221120101","221120106"
"221120102","221120102"
"221120103","221120103"
"221120103","221120104"
"221120104","221120105"
"221120105","221120108"
"221120105","221120109"
"221120106","221120107"
"221120106","221120110"
"221120106","221120111"
"221120201","221120201"
"221120202","221120202"
"221120203","221120203"
"221120301","221120308"
"221120301","221120306"
"221120302","221120302"
"221120302","221120301"
"221120303","221120303"
"221120304","221120304"
"221120305","221120305"
"221120306","221120307"
"221120401","221120409"
"221120402","221120401"
"221120402","221120407"
"221120403","221120403"
"221120404","221120410"
"221120404","221120404"
"221120405","221120405"
"221120406","221120406"
"221120407","221120402"
"221120408","221120408"
"221120501","221120501"
"221120502","221120502"
"221120503","221120503"
"221120504","221120504"
"221120505","221120505"
"221120505","221120506"
"221120601","221120601"
"221120602","221120602"
"221120603","221120603"
"221120701","221120701"
"221120702","221120702"
"221120801","221120801"
"221120802","221120802"
"221120803","221120803"
"221120901","221120901"
"221120902","221120902"
"221120903","221120903"
"221121001","221121006"
"221121001","221121001"
"221121001","221121005"
"221121002","221121002"
"221121003","221121003"
"221190101","221190101"
"221190102","221190102"
"221190102","221190111"
"221190103","221190103"
"221190103","221190112"
"221190104","221190104"
"221190104","221190113"
"221190105","221190105"
"221190106","221190110"
"221190106","221190106"
"221190107","221190107"
"221190107","221190109"
"221190108","221190108"
"221190201","221190201"
"221190202","221190209"
"221190202","221190202"
"221190203","221190203"
"221190204","221190204"
"221190205","221190205"
"221190206","221190206"
"221190207","221190207"
"221190208","221190208"
"221190301","221190301"
"221190302","221190302"
"221190303","221190303"
"221260101","221260101"
"221260102","221260103"
"221260103","221260105"
"221260104","221260104"
"221260104","221260102"
"221260105","221260106"
"221260201","221260201"
"221260202","221260202"
"221260203","221260203"
"221260204","221260204"
"221260301","221260317"
"221260301","221260301"
"221260301","221260316"
"221260301","221260318"
"221260302","221260302"
"221260303","221260303"
"221260303","221260321"
"221260304","221260304"
"221260304","221260320"
"221260305","221260319"
"221260305","221260313"
"221260306","221260306"
"221260307","221260307"
"221260308","221260308"
"221260309","221260309"
"221260310","221260310"
"221260312","221260312"
"221260313","221260305"
"221260314","221260314"
"221260315","221260315"
"221330101","221330602"
"221330102","221330604"
"221330102","221330603"
"221330103","221330103"
"221330103","221330107"
"221330104","221330108"
"221330105","221330610"
"221330106","221330609"
"221330106","221330605"
"221330107","221330608"
"221330108","221330607"
"221330108","221330606"
"221330108","221330416"
"221330108","221330704"
"221330109","221330703"
"221330109","221330705"
"221330110","221330701"
"221330111","221330707"
"221330112","221330709"
"221330113","221330708"
"221330114","221330105"
"221330114","221330106"
"221330114","221330104"
"221330115","221330101"
"221330115","221330102"
"221330116","221330611"
"221330117","221330702"
"221330118","221330706"
"221330119","221330601"
"221330120","221330710"
"221330201","221330201"
"221330202","221330202"
"221330203","221330203"
"221330204","221330204"
"221330205","221330205"
"221330206","221330206"
"221330207","221330207"
"221330207","221330209"
"221330208","221330208"
"221330301","221330301"
"221330302","221330302"
"221330303","221330303"
"221330304","221330304"
"221330305","221330305"
"221330306","221330306"
"221330307","221330307"
"221330308","221330308"
"221330309","221330309"
"221330401","221330401"
"221330402","221330402"
"221330403","221330403"
"221330404","221330404"
"221330405","221330405"
"221330406","221330406"
"221330407","221330407"
"221330408","221330408"
"221330409","221330409"
"221330410","221330410"
"221330411","221330419"
"221330411","221330411"
"221330412","221330415"
"221330412","221330414"
"221330413","221330413"
"221330413","221330412"
"221330414","221330416"
"221330415","221330418"
"221330415","221330417"
"221330501","221330501"
"221330502","221330502"
"221330503","221330503"
"221330504","221330504"
"221330505","221330505"
"221330506","221330506"
"221330507","221330507"
"221330508","221330508"
"221400101","221400103"
"221400102","221400110"
"221400102","221400106"
"221400103","221403405"
"221400104","221403411"
"221400104","221403410"
"221400105","221403404"
"221400106","221400109"
"221400107","221400104"
"221400107","221400102"
"221400108","221400101"
"221400109","221400108"
"221400109","221400107"
"221400110","221403402"
"221400111","221403408"
"221400111","221403409"
"221400112","221403413"
"221400113","221403407"
"221400114","221403412"
"221400115","221403406"
"221400116","221400105"
"221400117","221403401"
"221400118","221403403"
"221400201","221400215"
"221400202","221400214"
"221400203","221400212"
"221400204","221400211"
"221400204","221400213"
"221400205","221400210"
"221400206","221400209"
"221400206","221400208"
"221400207","221400204"
"221400208","221400207"
"221400209","221400206"
"221400210","221400205"
"221400210","221400201"
"221400211","221400202"
"221400301","221400318"
"221400301","221400319"
"221400302","221400317"
"221400303","221400316"
"221400303","221400315"
"221400304","221400314"
"221400305","221400312"
"221400305","221400313"
"221400306","221400311"
"221400307","221400309"
"221400307","221400310"
"221400308","221400308"
"221400309","221400307"
"221400310","221400306"
"221400311","221400305"
"221400312","221400303"
"221400312","221400304"
"221400313","221400302"
"221400313","221400301"
"221400401","221403719"
"221400402","221403720"
"221400403","221403721"
"221400404","221403723"
"221400404","221403722"
"221400405","221403704"
"221400405","221403705"
"221400406","221403703"
"221400406","221403706"
"221400407","221403702"
"221400407","221403707"
"221400408","221403701"
"221400408","221403708"
"221400409","221400404"
"221400410","221400406"
"221400411","221400410"
"221400412","221400409"
"221400413","221400407"
"221400414","221400403"
"221400415","221400405"
"221400416","221400408"
"221400417","221400401"
"221400418","221400402"
"221400501","221400507"
"221400502","221400515"
"221400503","221400514"
"221400504","221400512"
"221400505","221400513"
"221400506","221400508"
"221400507","221400506"
"221400508","221400509"
"221400508","221400510"
"221400509","221400504"
"221400510","221400505"
"221400511","221400503"
"221400512","221400502"
"221400513","221400501"
"221400514","221400511"
"221400601","221400608"
"221400601","221400605"
"221400602","221400607"
"221400603","221400612"
"221400604","221400613"
"221400605","221400611"
"221400606","221400610"
"221400607","221400606"
"221400608","221400603"
"221400609","221400602"
"221400610","221400601"
"221400611","221400609"
"221400612","221400604"
"221400701","221400701"
"221400702","221400706"
"221400703","221400707"
"221400704","221400713"
"221400705","221400708"
"221400706","221400705"
"221400707","221400702"
"221400708","221400703"
"221400709","221400711"
"221400710","221400714"
"221400711","221400715"
"221400712","221400712"
"221400713","221400710"
"221400714","221400704"
"221400715","221404201"
"221400716","221404208"
"221400717","221404209"
"221400718","221404211"
"221400719","221404207"
"221400720","221404203"
"221400721","221404205"
"221400722","221400716"
"221400723","221404213"
"221400724","221400709"
"221400725","221404202"
"221400726","221404206"
"221400727","221404212"
"221400728","221404204"
"221400729","221404210"
"221400801","221400801"
"221400802","221400802"
"221400802","221400804"
"221400803","221404101"
"221400803","221404102"
"221400804","221404103"
"221400805","221404104"
"221400806","221404108"
"221400807","221400803"
"221400808","221400805"
"221400809","221400808"
"221400810","221404110"
"221400811","221404111"
"221400812","221400809"
"221400813","221400806"
"221400814","221404106"
"221400814","221404107"
"221400815","221404109"
"221400816","221404105"
"221400817","221400807"
"221400818","221400811"
"221400818","221400810"
"221400901","221400901"
"221400902","221400907"
"221400902","221400908"
"221400903","221400902"
"221400904","221404002"
"221400904","221404001"
"221400905","221404003"
"221400906","221404009"
"221400907","221404007"
"221400908","221404006"
"221400909","221404005"
"221400910","221404010"
"221400911","221404011"
"221400912","221404013"
"221400913","221400905"
"221400914","221400904"
"221400914","221400903"
"221400915","221400906"
"221400916","221404004"
"221401102","221401116"
"221401102","221401117"
"221401103","221401114"
"221401103","221401115"
"221401104","221401106"
"221401105","221401101"
"221401106","221401102"
"221401107","221401109"
"221401108","221401112"
"221401109","221401103"
"221401110","221401105"
"221401111","221401111"
"221401112","221401107"
"221401113","221401110"
"221401114","221401104"
"221401115","221401113"
"221401201","221401201"
"221401202","221401203"
"221401203","221401204"
"221401204","221401205"
"221401204","221401206"
"221401205","221401207"
"221401206","221401208"
"221401207","221401209"
"221401208","221401211"
"221401208","221401210"
"221401209","221403801"
"221401210","221403803"
"221401210","221403802"
"221401211","221403804"
"221401211","221403805"
"221401212","221403806"
"221401213","221403807"
"221401214","221403808"
"221401215","221403809"
"221401215","221403810"
"221401216","221401202"
"221401217","221403811"
"221401301","221401301"
"221401302","221401303"
"221401303","221401304"
"221401304","221401305"
"221401305","221401306"
"221401306","221401307"
"221401307","221401308"
"221401308","221401314"
"221401308","221401309"
"221401309","221401310"
"221401310","221401311"
"221401311","221401312"
"221401312","221401315"
"221401313","221401313"
"221401314","221401316"
"221401315","221401302"
"221401401","221401401"
"221401402","221401405"
"221401403","221401404"
"221401404","221401402"
"221401405","221401403"
"221401406","221401406"
"221401407","221401412"
"221401408","221401411"
"221401409","221401409"
"221401410","221401408"
"221401411","221401413"
"221401412","221401407"
"221401413","221401410"
"221401501","221401501"
"221401502","221401502"
"221401503","221401503"
"221401504","221401504"
"221401505","221401505"
"221401506","221401506"
"221401507","221401507"
"221402914","221403309"
"221401509","221401509"
"221401510","221401510"
"221401601","221401602"
"221401602","221401603"
"221401603","221401605"
"221401604","221401604"
"221401605","221401608"
"221401606","221401607"
"221401607","221401606"
"221401608","221401609"
"221401609","221401610"
"221401609","221401613"
"221401610","221401612"
"221401611","221403601"
"221401612","221403607"
"221401613","221401611"
"221401614","221403610"
"221401615","221401614"
"221401616","221403614"
"221401617","221401601"
"221401618","221403602"
"221401618","221403605"
"221401619","221403606"
"221401620","221403611"
"221401621","221403613"
"221401621","221403612"
"221401622","221403604"
"221401623","221403603"
"221401624","221403609"
"221401625","221403608"
"221401701","221401701"
"221401702","221401703"
"221401703","221401704"
"221401703","221401706"
"221401704","221401705"
"221401705","221401707"
"221401705","221401708"
"221401706","221401709"
"221401706","221401711"
"221401707","221401710"
"221401708","221401712"
"221401709","221401713"
"221401710","221401702"
"221401801","221403102"
"221401802","221403103"
"221401802","221403107"
"221401803","221403104"
"221401804","221403106"
"221401805","221403109"
"221401806","221403108"
"221401807","221403110"
"221401808","221401804"
"221401809","221401805"
"221401810","221401806"
"221401811","221401801"
"221401812","221401803"
"221401813","221403111"
"221401814","221403112"
"221401815","221401809"
"221401816","221401807"
"221401816","221401808"
"221401817","221403113"
"221401818","221401812"
"221401818","221401810"
"221401818","221401811"
"221401819","221403101"
"221401820","221401802"
"221401821","221403105"
"221401901","221401901"
"221401901","221401902"
"221401902","221401903"
"221401903","221401905"
"221401904","221401917"
"221401905","221401918"
"221401906","221401907"
"221401907","221401908"
"221401908","221401911"
"221401908","221401910"
"221401909","221401915"
"221401910","221401916"
"221401911","221401913"
"221401912","221401914"
"221401913","221401909"
"221401914","221401904"
"221401915","221401906"
"221401916","221401912"
"221402001","221402001"
"221402002","221402002"
"221402003","221402003"
"221402004","221402004"
"221402005","221402007"
"221402005","221402006"
"221402006","221402010"
"221402006","221402008"
"221402006","221402009"
"221402007","221402011"
"221402008","221402012"
"221402009","221402013"
"221402010","221402005"
"221402011","221402014"
"221402101","221402101"
"221402102","221402102"
"221402103","221402108"
"221402104","221402110"
"221402105","221402105"
"221402105","221402106"
"221402106","221402103"
"221402106","221402104"
"221402108","221402107"
"221402107","221402111"
"221402201","221402201"
"221402202","221402202"
"221402203","221402203"
"221402204","221402204"
"221402205","221402205"
"221402206","221402206"
"221402301","221402301"
"221402302","221402302"
"221402303","221402303"
"221402304","221402306"
"221402304","221402304"
"221402305","221402305"
"221402401","221402401"
"221402401","221402404"
"221402402","221402402"
"221402403","221402403"
"221402404","221402413"
"221402405","221402405"
"221402406","221402412"
"221402406","221402415"
"221402406","221402406"
"221402407","221402407"
"221402408","221402408"
"221402409","221402409"
"221402410","221402410"
"221402411","221402411"
"221402411","221402414"
"221402508","221402506"
"221402502","221402511"
"221402502","221402508"
"221402503","221403213"
"221402503","221403207"
"221402503","221403212"
"221402504","221403211"
"221402504","221403210"
"221402505","221403209"
"221402505","221403208"
"221402506","221403206"
"221402507","221402516"
"221402509","221402509"
"221402509","221402510"
"221402510","221403201"
"221402510","221403205"
"221402510","221400203"
"221402511","221403203"
"221402511","221403204"
"221402512","221403202"
"221402513","221402502"
"221402514","221402515"
"221402515","221402512"
"221402515","221402514"
"221402515","221402513"
"221402516","221402505"
"221402516","221402503"
"221402516","221402504"
"221402517","221402501"
"221402518","221403214"
"221402601","221402601"
"221402602","221402603"
"221402603","221402605"
"221402604","221402607"
"221402605","221402610"
"221402606","221402611"
"221402607","221402606"
"221402607","221402602"
"221402608","221402604"
"221402609","221402609"
"221402609","221402608"
"221402912","221403304"
"221402913","221403308"
"221402915","221403312"
"221402916","221403315"
"221402916","221402909"
"221402916","221402911"
"221402916","221402908"
"221402916","221402910"
"221402919","221402901"
"221402920","221403311"
"221402920","221403310"
"221403001","221403013"
"221403002","221403001"
"221403003","221403002"
"221403003","221403003"
"221403004","221403014"
"221403005","221403015"
"221403006","221403017"
"221403007","221403004"
"221403008","221403006"
"221403009","221403009"
"221403009","221403008"
"221403009","221403007"
"221403010","221403010"
"221403010","221403011"
"221403011","221403012"
"221403012","221403016"
"221403013","221403005"
"221470101","221470101"
"221470102","221470102"
"221470103","221470103"
"221470104","221470104"
"221470105","221470105"
"221470106","221470106"
"221470107","221470107"
"221470108","221470108"
"221470201","221470201"
"221470202","221470203"
"221470203","221470204"
"221470203","221470205"
"221470204","221470202"
"221470205","221470208"
"221470206","221470206"
"221470206","221470207"
"221470301","221470311"
"221470301","221470312"
"221470301","221470313"
"221470301","221470310"
"221470302","221470302"
"221470303","221470303"
"221470304","221470304"
"221470305","221470308"
"221470305","221470306"
"221470305","221470309"
"221470306","221470315"
"221470306","221470316"
"221470306","221470301"
"221470306","221470305"
"221470306","221470314"
"221470307","221470307"
"221470401","221470405"
"221470401","221470401"
"221470402","221470402"
"221470403","221470403"
"221470404","221470404"
"221540101","221540108"
"221540101","221540109"
"221540102","221540102"
"221540102","221540101"
"221540103","221540103"
"221540104","221540104"
"221540105","221540107"
"221540105","221540106"
"221540106","221540105"
"221540201","221540201"
"221540202","221540202"
"221540203","221540311"
"221540203","221540203"
"221540204","221540204"
"221540205","221540205"
"221540206","221540206"
