COD_2010,COD_2022
"060282111","060282111"
"060282112","060282112"
"060282113","060282113"
"060282201","060282201"
"060282202","060282202"
"060282203","060282203"
"060282204","060282204"
"060282205","060282209"
"060282205","060282210"
"060282206","060282206"
"060282206","060282205"
"060282207","060282207"
"060282208","060282208"
"060282209","060284501"
"060282210","060284502"
"060282211","060284503"
"060282212","060284504"
"060282213","060284505"
"060282214","060284507"
"060282215","060284506"
"060282216","060284508"
"060282216","060284509"
"060282217","060284510"
"060282218","060284511"
"060282301","060282301"
"060282302","060282302"
"060282302","060282314"
"060282303","060282303"
"060282304","060282304"
"060282305","060282305"
"060282306","060282306"
"060282307","060282307"
"060282308","060282308"
"060282309","060282309"
"060282310","060282310"
"060282311","060282311"
"060282312","060282312"
"060282313","060282313"
"060282401","060282401"
"060282402","060282402"
"060282403","060282403"
"060282404","060282404"
"060282405","060282405"
"060282406","060282406"
"060282407","060282407"
"060282408","060282408"
"060282409","060282409"
"060282501","060282501"
"060282502","060282502"
"060282503","060282504"
"060282504","060282503"
"060282505","060282505"
"060282506","060282506"
"060282507","060284603"
"060282508","060284602"
"060282509","060284601"
"060282510","060284607"
"060282511","060284606"
"060282511","060284605"
"060282512","060284604"
"060282513","060282507"
"060282601","060282601"
"060282602","060282602"
"060282603","060282603"
"060282604","060282604"
"060282605","060282605"
"060282606","060282606"
"060282607","060282607"
"060282608","060282608"
"060282609","060282609"
"060282610","060282610"
"060282611","060282611"
"060282612","060282612"
"060282701","060282701"
"060282702","060282702"
"060282703","060282703"
"060282704","060282704"
"060282705","060282705"
"060282706","060282706"
"060282707","060282707"
"060282708","060282708"
"060282709","060282709"
"060282710","060282710"
"060282711","060282711"
"060282712","060282712"
"060282713","060282713"
"060282801","060282801"
"060282802","060282802"
"060282803","060282803"
"060282804","060282804"
"060282805","060282805"
"060282806","060282806"
"060282807","060282807"
"060282808","060282808"
"060282809","060282809"
"060282810","060282810"
"060282811","060282811"
"060282901","060282901"
"060282902","060282902"
"060282903","060282903"
"060282904","060282904"
"060282905","060282905"
"060282906","060282906"
"060282907","060282907"
"060282908","060282908"
"060282909","060282909"
"060282910","060282910"
"060282911","060282911"
"060282912","060282912"
"060282913","060282913"
"060283001","060283001"
"060283002","060283002"
"060283003","060283003"
"060283004","060283004"
"060283005","060283005"
"060283006","060283006"
"060283007","060283007"
"060283008","060283009"
"060283008","060283008"
"060283009","060283010"
"060283010","060284702"
"060283011","060284703"
"060283012","060284704"
"060283013","060284701"
"060283014","060284705"
"060283015","060284706"
"060283016","060284707"
"060283017","060284708"
"060283101","060283101"
"060283102","060283102"
"060283103","060283103"
"060283104","060283104"
"060283105","060283105"
"060283106","060283113"
"060283106","060283106"
"060283107","060283107"
"060283107","060283114"
"060283108","060283108"
"060283109","060283109"
"060283110","060283110"
"060283110","060283115"
"060283111","060283111"
"060283112","060283112"
"060283201","060283201"
"060283202","060283202"
"060283203","060283203"
"060283204","060283204"
"060283205","060283205"
"060283206","060283206"
"060283207","060283207"
"060283208","060283208"
"060283209","060283209"
"060283301","060283301"
"060283301","060283311"
"060283302","060283302"
"060283302","060283303"
"060283303","060283304"
"060283304","060283305"
"060283305","060283306"
"060283306","060283310"
"060283307","060283308"
"060283307","060283309"
"060283308","060283307"
"060283308","060284804"
"060283309","060284803"
"060283310","060284801"
"060283311","060284802"
"060283312","060284805"
"060283313","060284806"
"060283314","060284808"
"060283314","060284807"
"060283401","060283401"
"060283401","060283413"
"060283402","060283402"
"060283403","060283403"
"060283404","060283404"
"060283405","060283405"
"060283406","060283406"
"060283407","060283407"
"060283408","060283408"
"060283409","060283409"
"060283410","060283410"
"060283411","060283411"
"060283412","060283412"
"060283501","060283501"
"060283502","060283502"
"060283503","060283503"
"060283504","060283504"
"060283505","060283505"
"060283506","060283506"
"060283507","060283507"
"060283508","060283508"
"060283509","060283510"
"060283509","060283509"
"060283601","060283601"
"060283602","060283602"
"060283603","060283603"
"060283604","060283604"
"060283605","060283605"
"060283605","060283610"
"060283606","060283608"
"060283606","060283609"
"060283607","060283606"
"060283608","060283607"
"060283609","060284901"
"060283610","060284902"
"060283611","060284903"
"060283612","060284905"
"060283612","060284904"
"060283613","060284906"
"060283613","060284907"
"060283614","060284908"
"060283614","060284909"
"060283615","060284911"
"060283615","060284910"
"060283701","060285001"
"060283702","060283701"
"060283703","060283702"
"060283704","060283703"
"060283705","060283705"
"060283706","060283706"
"060283707","060283704"
"060283708","060285003"
"060283709","060285002"
"060283710","060285005"
"060283711","060285004"
"060283712","060283707"
"060283713","060283708"
"060283714","060285006"
"060283801","060283813"
"060283801","060283801"
"060283802","060283802"
"060283803","060283803"
"060283804","060283804"
"060283805","060283805"
"060283806","060283806"
"060283807","060283807"
"060283808","060283808"
"060283809","060283809"
"060283810","060283810"
"060283811","060283811"
"060283812","060283812"
"060283901","060283901"
"060283902","060283902"
"060283903","060283904"
"060283904","060283905"
"060283905","060283906"
"060283906","060283909"
"060283906","060283907"
"060283906","060283903"
"060283906","060283908"
"060283907","060285101"
"060283908","060285102"
"060283909","060285108"
"060283909","060285107"
"060283910","060285109"
"060283910","060285106"
"060283911","060285103"
"060283912","060285105"
"060283912","060285104"
"060283913","060285111"
"060283913","060285110"
"060283914","060285112"
"060283915","060285113"
"060350101","060350101"
"060350101","060350112"
"060350102","060350102"
"060350102","060350113"
"060350103","060350103"
"060350104","060350104"
"060350105","060350105"
"060350106","060350106"
"060350107","060350107"
"060350108","060350108"
"060350109","060350109"
"060350110","060350110"
"060350111","060350111"
"060350201","060350201"
"060350202","060350203"
"060350202","060350202"
"060350203","060350205"
"060350203","060350204"
"060350301","060350301"
"060350302","060350302"
"060350303","060350303"
"060350304","060350304"
"060350305","060350305"
"060350306","060350306"
"060350307","060350307"
"060350308","060350308"
"060350309","060350309"
"060350310","060350310"
"060350311","060350311"
"060350312","060350312"
"060350313","060350313"
"060350314","060350314"
"060350315","060350315"
"060350401","060350401"
"060350402","060350402"
"060350403","060350403"
"060350404","060350405"
"060350404","060350406"
"060350405","060350404"
"060350406","060350409"
"060350407","060350408"
"060350408","060350407"
"060350409","060353601"
"060350410","060353608"
"060350411","060353602"
"060350411","060353607"
"060350412","060353606"
"060350413","060353603"
"060350414","060353604"
"060350415","060353605"
"060350501","060353701"
"060350502","060353702"
"060350502","060353704"
"060350503","060353703"
"060350504","060350501"
"060350505","060350508"
"060350505","060350507"
"060350505","060350506"
"060350506","060350505"
"060350506","060350502"
"060350507","060350503"
"060350507","060350504"
"060350508","060353705"
"060350509","060353706"
"060350510","060353707"
"060350511","060353708"
"060350512","060353709"
"060350601","060353801"
"060350602","060353802"
"060350603","060353803"
"060350604","060353804"
"060350605","060353806"
"060350606","060353805"
"060350607","060350605"
"060350608","060350601"
"060350609","060350603"
"060350610","060350602"
"060350611","060350604"
"060350612","060353807"
"060350612","060350606"
"060350701","060350701"
"060350702","060350702"
"060350703","060350703"
"060350704","060350704"
"060350705","060350705"
"060350706","060350706"
"060350707","060350707"
"060350708","060350708"
"060350709","060350709"
"060350710","060350710"
"060350711","060350711"
"060350712","060350712"
"060350801","060350801"
"060350802","060350802"
"060350803","060350803"
"060350804","060350804"
"060350805","060350805"
"060350806","060350806"
"060350807","060350807"
"060350808","060350808"
"060350809","060350809"
"060350810","060350810"
"060350811","060350811"
"060350812","060350812"
"060350813","060350813"
"060350814","060350814"
"060350815","060350815"
"060350901","060350901"
"060350902","060350902"
"060350903","060350903"
"060350904","060350904"
"060350905","060350915"
"060350905","060350905"
"060350906","060350906"
"060350907","060350907"
"060350908","060350908"
"060350909","060350909"
"060350910","060350910"
"060350911","060350911"
"060350912","060350912"
"060350913","060350913"
"060350914","060350914"
"060351001","060351001"
"060351002","060351002"
"060351003","060351003"
"060351004","060351004"
"060351004","060351005"
"060351005","060353901"
"060351006","060353902"
"060351007","060353903"
"060351008","060353904"
"060351009","060353905"
"060351010","060353906"
"060351011","060353907"
"060351012","060353908"
"060351101","060351101"
"060351102","060351102"
"060351103","060351103"
"060351104","060351104"
"060351104","060351111"
"060351105","060351105"
"060351106","060351106"
"060351107","060351107"
"060351108","060351108"
"060351108","060351112"
"060351109","060351109"
"060351110","060351110"
"060351110","060351113"
"060351201","060351201"
"060351202","060351202"
"060351203","060351203"
"060351204","060351204"
"060351205","060351205"
"060351206","060351206"
"060351207","060351207"
"060351208","060351208"
"060351209","060351209"
"060351210","060351210"
"060351211","060351211"
"060351211","060351213"
"060351212","060351212"
"060351212","060351214"
"060351301","060351301"
"060351302","060351311"
"060351302","060351302"
"060351303","060351303"
"060351304","060351304"
"060351305","060351305"
"060351306","060351306"
"060351307","060351307"
"060351308","060351308"
"060351309","060351309"
"060351310","060351310"
"060351401","060351401"
"060351402","060351402"
"060351403","060351403"
"060351404","060351404"
"060351405","060351405"
"060351406","060351406"
"060351407","060351407"
"060351408","060351408"
"060351409","060351409"
"060351410","060351410"
"060351411","060351411"
"060351412","060351412"
"060351413","060351413"
"060351501","060351501"
"060351502","060351502"
"060351503","060351503"
"060351504","060351504"
"060351505","060351513"
"060351505","060351505"
"060351506","060351506"
"060351506","060351514"
"060351507","060351507"
"060351508","060351508"
"060351509","060351509"
"060351510","060351510"
"060351511","060351511"
"060351512","060351512"
"060351601","060351601"
"060351602","060351602"
"060351603","060351603"
"060351604","060351604"
"060351605","060351605"
"060351606","060351606"
"060351607","060351607"
"060351608","060351608"
"060351609","060351609"
"060351610","060351610"
"060351611","060351611"
"060351701","060351701"
"060351702","060351702"
